,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Breed,Main Color,Days of stay
87374,4,18,4,4,1943,2,731
87375,0,13,1,2,1031,7,91
87376,9,13,1,4,1036,18,22
87377,0,13,2,2,1142,15,125
87378,0,13,2,3,97,50,63
87379,0,13,1,3,1036,53,70
87380,7,13,1,2,1036,18,4995
87381,0,7,2,2,728,55,325
87382,0,13,1,3,1036,38,100
87383,0,13,2,0,1393,2,310
87384,7,13,2,2,414,2,741
87385,7,13,1,3,1036,12,1100
87386,4,18,1,0,1036,38,4383
87387,0,13,2,2,1188,41,128
87388,0,7,1,2,1031,7,72
87389,0,13,1,2,1036,4,355
87390,0,13,2,2,495,41,1193
87391,0,7,2,2,495,15,80
87392,4,0,2,1,1424,2,735
87393,7,13,2,3,1393,25,2739
87394,0,13,2,3,1541,2,832
87395,9,13,2,3,1393,50,401
87396,0,7,2,2,414,54,61
87397,9,13,2,4,1393,2,1
87398,0,13,1,3,1036,21,80
87399,9,13,2,3,1900,50,2745
87400,7,13,2,2,1923,9,3652
87401,7,13,1,2,1036,38,2929
87402,0,13,2,3,728,2,100
87403,2,8,2,1,728,2,39
87404,0,7,2,3,1393,2,58
87405,7,13,2,2,1393,2,737
87406,9,13,2,3,1780,16,438
87407,7,13,2,2,1207,56,734
87408,0,13,2,2,728,15,372
87409,0,7,1,2,1036,38,117
87410,7,13,1,3,1036,52,737
87411,0,13,2,2,769,16,736
87412,7,13,2,3,728,15,3852
87413,7,13,2,2,728,15,4401
87414,9,13,2,0,1440,54,158
87415,0,13,4,3,1941,55,199
87416,7,13,2,2,611,7,1751
87417,0,13,2,2,387,7,403
87418,7,13,2,3,1993,2,815
87419,9,13,2,2,1617,2,3658
87420,0,7,2,3,1393,50,57
87421,0,13,2,2,1340,54,2557
87422,0,7,1,0,2096,46,85
87423,0,7,0,1,1721,32,401
87424,7,13,2,3,728,50,3591
87425,7,13,1,2,542,18,1827
87426,0,13,2,2,1393,15,244
87427,9,13,2,2,923,2,161
87428,0,13,2,3,1393,2,155
87429,4,18,1,1,1036,55,22
87430,7,13,2,2,1780,3,896
87431,0,7,1,2,1036,18,154
87432,9,17,1,1,1036,2,734
87433,4,0,2,1,2175,50,771
87434,9,13,1,1,1036,38,25
87435,9,13,1,2,1036,38,2452
87436,4,15,4,4,1943,30,731
87437,0,13,1,2,1036,38,743
87438,9,13,1,0,1036,5,22
87439,9,13,2,3,1142,2,188
87440,4,15,4,4,1701,30,730
87441,0,7,1,3,1036,55,4447
87442,0,7,1,3,1036,18,494
87443,0,13,2,2,1392,2,126
87444,0,13,2,3,1416,15,461
87445,0,7,1,2,1036,7,2636
87446,0,13,2,2,414,2,169
87447,9,13,1,1,1036,18,22
87448,7,13,2,2,1780,7,657
87449,0,13,2,2,197,9,736
87450,9,13,2,0,2074,55,1100
87451,7,13,2,1,1393,20,549
87452,0,13,2,3,1142,2,1468
87453,0,13,2,2,1393,56,317
87454,0,13,2,2,1819,2,390
87455,0,13,1,2,1031,38,167
87456,7,13,2,3,122,2,735
87457,0,7,1,3,1036,2,1121
87458,0,7,1,3,1031,51,124
87459,9,13,1,4,1036,30,2
87460,9,16,1,0,1036,21,366
87461,0,13,2,2,341,2,58
87462,0,13,2,2,728,50,65
87463,9,16,1,3,1036,51,1097
87464,9,13,2,2,255,54,735
87465,0,7,2,2,1142,55,188
87466,9,13,4,0,605,55,370
87467,0,13,2,2,1340,55,735
87468,9,13,1,3,1036,2,1097
87469,7,13,2,3,700,2,308
87470,0,13,2,3,728,7,753
87471,4,15,4,4,276,15,365
87472,0,7,1,2,2096,46,87
87473,9,13,2,3,728,2,1471
87474,9,17,1,0,1036,51,370
87475,9,13,2,0,1142,2,61
87476,7,13,2,2,1923,9,439
87477,9,13,2,2,594,50,370
87478,0,13,1,3,2096,36,73
87479,7,13,2,0,728,55,366
87480,4,15,4,4,1944,30,365
87481,0,13,1,2,1036,55,752
87482,0,7,1,3,1036,2,85
87483,0,13,1,3,1036,51,1524
87484,0,13,2,2,1142,2,2201
87485,9,13,1,2,1031,18,83
87486,7,13,2,1,1248,55,927
87487,0,13,2,3,728,50,126
87488,0,7,1,3,1036,38,89
87489,9,13,1,2,1025,2,4040
87490,9,13,1,0,1036,18,21
87491,4,18,1,0,1036,2,731
87492,0,13,2,3,278,41,2199
87493,7,13,2,1,906,2,731
87494,0,13,1,2,1036,12,111
87495,4,18,1,0,1025,31,4383
87496,7,13,2,2,728,15,802
87497,7,13,2,0,1779,16,366
87498,0,13,1,0,1036,12,70
87499,2,9,1,1,1031,26,65
87500,9,13,2,2,728,23,460
87501,0,13,2,3,190,50,371
87502,7,13,2,1,728,2,733
87503,9,13,2,3,1062,55,740
87504,0,13,1,2,1036,26,80
87505,0,13,1,2,1031,26,82
87506,0,7,1,2,1036,7,86
87507,7,13,2,2,1142,2,4053
87508,9,13,2,1,1393,2,45
87509,0,7,1,2,2096,46,259
87510,4,15,4,4,275,15,1096
87511,7,13,2,3,1780,41,735
87512,4,15,4,4,1943,15,367
87513,0,13,2,3,905,9,1465
87514,9,13,1,0,1036,12,13
87515,9,13,2,0,2009,2,1103
87516,9,13,1,4,1036,18,12
87517,0,13,1,3,1036,12,371
87518,9,13,1,4,1036,2,4
87519,0,13,2,2,1581,2,2268
87520,0,13,2,2,2196,2,124
87521,0,7,2,1,728,45,63
87522,4,18,1,1,1036,18,38
87523,0,13,2,2,122,55,126
87524,0,13,2,2,1436,56,1102
87525,9,13,2,2,1780,16,1167
87526,0,13,2,3,728,2,370
87527,0,13,0,4,1721,55,185
87528,0,13,2,2,1923,13,383
87529,0,13,2,3,993,55,88
87530,9,13,2,2,1456,50,1851
87531,9,13,1,0,1036,52,63
87532,2,5,1,1,1036,18,109
87533,3,13,4,4,275,15,31
87534,7,13,1,0,1035,18,366
87535,0,7,1,3,1036,18,64
87536,9,16,1,1,1036,2,93
87537,0,7,2,2,1780,55,606
87538,7,13,2,2,728,55,1463
87539,9,13,2,0,728,55,153
87540,7,13,2,2,728,25,1403
87541,0,13,2,3,957,50,127
87542,0,13,2,3,796,15,382
87543,9,13,2,2,1533,2,1461
87544,0,13,2,2,728,15,59
87545,0,7,1,2,241,46,3672
87546,0,13,4,0,1504,55,746
87547,4,15,4,4,276,15,1096
87548,0,13,1,3,1036,18,63
87549,9,13,2,3,1878,55,209
87550,4,18,1,1,1036,55,1461
87551,9,13,2,2,923,7,2558
87552,9,13,4,1,1949,55,369
87553,0,13,2,2,84,16,54
87554,0,7,2,2,728,2,62
87555,0,12,2,3,728,50,310
87556,9,13,1,1,1036,5,27
87557,9,13,2,0,1142,41,58
87558,9,13,2,0,728,55,60
87559,9,13,2,0,1731,55,43
87560,0,7,2,3,1142,2,412
87561,0,13,1,2,1036,18,67
87562,7,13,2,3,2322,2,365
87563,7,13,2,0,70,50,1826
87564,0,13,2,2,2009,2,2764
87565,9,13,1,0,1036,18,23
87566,9,16,1,3,1036,18,367
87567,7,13,2,2,414,2,1108
87568,0,7,1,3,1036,18,192
87569,0,13,2,0,440,25,78
87570,4,15,4,4,275,15,31
87571,0,13,2,2,2146,15,248
87572,9,13,2,0,2074,55,1830
87573,0,13,2,2,1393,15,371
87574,9,13,2,2,2008,2,1853
87575,7,13,2,1,1393,2,247
87576,7,13,2,2,122,9,739
87577,9,13,1,0,1036,12,53
87578,0,12,1,3,1031,21,87
87579,7,13,1,2,1031,33,1100
87580,0,13,1,3,1025,55,657
87581,9,13,2,0,2328,2,62
87582,0,13,2,3,1780,55,265
87583,0,13,2,2,2211,2,875
87584,9,13,2,2,1885,15,2926
87585,9,13,2,2,2322,2,735
87586,4,4,2,3,1780,55,1682
87587,9,13,4,4,1949,40,7
87588,9,17,1,0,1036,52,369
87589,0,7,2,3,97,50,90
87590,0,13,2,3,97,15,68
87591,0,13,2,2,1780,2,376
87592,9,13,2,1,346,55,422
87593,0,13,2,3,728,21,2504
87594,4,18,1,0,1036,2,61
87595,4,15,4,4,276,41,366
87596,9,13,1,1,1031,18,18
87597,4,15,4,4,1944,30,366
87598,0,13,2,3,1833,16,57
87599,4,15,4,4,276,15,365
87600,2,9,2,2,728,15,1110
87601,0,13,2,2,1780,30,776
87602,9,13,4,4,1701,30,30
87603,0,13,1,3,1036,12,5327
87604,0,7,1,2,1036,26,70
87605,9,13,1,4,1036,5,19
87606,9,13,2,1,1780,16,757
87607,0,13,1,3,1036,12,123
87608,9,13,2,2,752,15,370
87609,0,13,1,3,1036,2,80
87610,7,13,2,1,91,27,731
87611,0,13,0,0,698,15,127
87612,4,18,1,4,1036,55,47
87613,2,8,1,3,1036,52,4434
87614,0,13,2,3,1393,20,735
87615,9,13,2,2,2073,16,2561
87616,9,13,2,3,2101,2,1479
87617,0,7,2,2,1393,55,523
87618,0,13,2,3,1779,15,321
87619,0,13,1,3,1030,18,83
87620,0,12,1,2,1036,26,72
87621,0,13,2,2,1780,15,295
87622,9,13,1,3,1036,2,107
87623,0,13,2,3,747,55,252
87624,0,13,1,0,1036,52,63
87625,9,13,2,3,327,45,740
87626,0,13,2,3,1393,54,61
87627,0,13,2,0,1129,55,734
87628,9,13,2,0,1523,55,390
87629,7,13,2,3,198,2,4748
87630,7,13,2,2,820,50,2718
87631,7,13,2,3,2009,2,3578
87632,0,7,1,3,1036,7,68
87633,9,16,1,3,1036,18,92
87634,0,13,2,2,2101,2,372
87635,9,13,2,3,1062,16,2612
87636,9,13,1,1,1036,12,24
87637,0,7,1,3,1036,18,127
87638,9,16,1,4,1036,18,62
87639,9,13,2,2,1780,2,372
87640,7,13,2,1,122,55,549
87641,0,13,2,3,728,2,65
87642,0,13,2,2,2101,55,380
87643,0,13,2,3,1298,55,529
87644,9,13,2,2,1786,56,325
87645,9,13,1,3,2096,55,440
87646,0,13,1,3,1036,52,73
87647,0,13,2,3,728,2,3390
87648,0,13,2,2,1142,2,474
87649,0,13,2,3,1780,7,443
87650,9,13,2,3,700,41,732
87651,0,13,2,3,1780,55,62
87652,7,13,2,2,1239,55,783
87653,0,7,2,3,1780,7,185
87654,7,13,2,1,2067,41,737
87655,9,13,2,0,1735,50,1826
87656,0,13,2,3,1592,7,461
87657,9,13,1,2,1036,2,4383
87658,0,13,2,3,1780,2,2014
87659,7,13,2,2,795,15,2561
87660,0,13,2,2,1780,2,374
87661,7,13,2,4,1736,20,730
87662,9,13,2,0,1581,2,2923
87663,9,16,1,2,1036,18,371
87664,9,13,1,1,1036,2,23
87665,0,7,2,3,1393,16,65
87666,0,13,4,2,1941,55,392
87667,9,17,1,1,1035,2,742
87668,9,13,2,1,43,15,219
87669,4,18,2,3,923,2,5479
87670,9,13,2,0,277,54,308
87671,4,15,4,4,1943,30,731
87672,4,18,1,0,1036,7,30
87673,9,13,2,2,647,55,94
87674,0,13,1,3,1036,21,173
87675,0,13,1,2,1036,2,1161
87676,9,13,1,1,1036,38,18
87677,7,13,2,0,2322,54,1096
87678,4,15,2,1,1393,2,64
87679,0,13,1,3,1036,7,3334
87680,9,13,2,3,728,2,2025
87681,7,13,2,4,923,2,21
87682,9,13,4,1,1292,21,219
87683,0,13,1,3,1031,52,758
87684,9,13,1,0,1036,26,25
87685,0,13,1,3,1036,2,127
87686,0,7,1,3,1036,18,63
87687,9,13,1,4,1036,2,7
87688,7,13,2,3,1885,25,1461
87689,0,7,2,2,43,55,256
87690,7,13,2,3,2224,55,730
87691,0,7,1,2,1036,55,66
87692,0,13,2,2,1393,2,130
87693,9,13,2,2,255,55,735
87694,0,13,2,2,1567,16,762
87695,0,13,2,2,1393,45,74
87696,9,13,2,0,2322,15,245
87697,9,16,1,0,1036,2,151
87698,9,13,2,0,700,55,1097
87699,0,13,2,3,1393,2,139
87700,7,13,2,2,957,15,732
87701,0,7,2,2,122,2,58
87702,9,13,1,3,1036,2,844
87703,9,13,2,2,1736,15,1465
87704,9,13,1,4,1036,12,3
87705,9,13,2,3,844,2,5480
87706,9,13,1,4,1036,2,7
87707,9,13,2,2,1002,27,1465
87708,0,13,2,2,1780,50,652
87709,0,13,1,0,1036,52,63
87710,0,13,1,2,1036,38,370
87711,7,13,2,0,278,54,186
87712,4,18,1,3,1025,55,2926
87713,0,13,1,2,1036,18,87
87714,7,13,2,2,1141,2,2202
87715,9,17,1,4,1036,18,368
87716,0,13,1,2,2098,2,85
87717,0,13,2,2,1155,2,381
87718,9,13,1,0,1036,12,18
87719,4,0,2,1,728,50,743
87720,9,13,1,4,1036,7,3
87721,9,13,1,0,1036,2,16
87722,0,13,2,3,411,15,112
87723,7,13,1,2,1035,15,854
87724,9,13,2,1,1780,2,39
87725,0,13,2,2,495,41,874
87726,9,13,1,2,1036,7,143
87727,9,13,4,1,1049,2,183
87728,7,13,2,0,1951,2,734
87729,7,13,1,2,1036,2,366
87730,0,7,2,2,1779,3,537
87731,9,13,1,1,1036,26,28
87732,0,13,1,2,1036,2,80
87733,9,13,2,2,43,7,803
87734,9,13,2,1,728,2,2
87735,0,13,1,2,1036,12,2766
87736,8,13,2,3,1780,27,2192
87737,0,13,2,3,1780,16,764
87738,9,13,2,0,1780,50,127
87739,7,13,2,2,2145,15,191
87740,9,13,2,1,1236,2,219
87741,0,7,1,2,2096,33,75
87742,0,13,2,3,2113,55,394
87743,0,13,1,3,1555,18,230
87744,4,18,1,1,1036,18,381
87745,9,13,2,0,414,2,295
87746,0,13,2,3,495,15,313
87747,9,13,1,3,1036,12,371
87748,7,13,2,3,728,55,732
87749,0,13,1,2,1036,7,1477
87750,9,13,2,3,327,50,186
87751,0,13,2,2,198,54,102
87752,0,13,1,3,1036,12,3680
87753,0,13,1,3,1036,2,103
87754,9,13,1,1,82,12,71
87755,9,13,2,3,122,2,4385
87756,0,13,1,3,1036,18,137
87757,7,13,2,2,1340,55,3299
87758,9,16,1,0,1036,21,138
87759,7,13,2,3,1617,54,551
87760,0,13,0,4,697,15,383
87761,0,13,2,2,700,2,737
87762,0,13,2,3,728,54,737
87763,0,13,2,2,728,50,380
87764,7,13,1,2,1036,18,2191
87765,9,13,2,2,647,54,888
87766,9,13,1,3,1036,21,917
87767,7,13,2,2,923,15,2196
87768,9,13,1,1,1036,12,4
87769,9,13,1,1,1036,55,96
87770,7,13,2,2,1901,50,1988
87771,9,17,1,0,1036,18,277
87772,7,13,2,2,43,55,3210
87773,9,13,2,0,817,29,29
87774,9,13,2,2,923,50,3289
87775,0,13,1,2,1036,18,736
87776,9,13,1,1,1036,18,15
87777,9,13,1,1,1036,18,16
87778,9,16,1,1,1036,7,1462
87779,0,13,1,3,1031,18,78
87780,0,13,2,3,1393,2,250
87781,0,7,2,3,1393,2,2266
87782,7,13,2,1,2008,2,718
87783,4,18,1,1,1036,7,118
87784,9,13,2,3,1861,55,335
87785,9,13,2,2,144,17,2619
87786,0,13,2,3,1780,7,1506
87787,7,13,2,2,1142,2,1827
87788,0,7,1,3,1036,38,539
87789,0,13,1,3,1036,12,65
87790,7,13,2,3,1780,50,3654
87791,9,16,1,1,1036,38,107
87792,7,13,2,2,2101,2,733
87793,9,13,2,0,1780,16,20
87794,0,13,2,2,2322,55,1462
87795,7,13,2,2,1617,2,733
87796,7,13,2,3,1854,7,514
87797,0,13,2,2,1780,50,377
87798,9,13,1,2,1036,26,2925
87799,9,13,1,1,1036,38,43
87800,9,13,2,3,1393,2,267
87801,0,13,2,2,1951,55,1102
87802,9,2,1,2,1036,2,1107
87803,0,13,2,2,728,2,127
87804,0,13,1,3,1036,21,76
87805,7,13,2,1,728,2,3654
87806,9,13,1,1,1036,38,17
87807,0,13,1,3,1036,18,740
87808,0,13,2,2,1403,2,815
87809,9,13,2,2,55,55,130
87810,0,13,1,3,1036,2,833
87811,0,13,2,2,1832,2,748
87812,7,13,2,3,1340,55,1097
87813,0,13,2,2,1393,2,66
87814,0,7,2,2,647,23,232
87815,4,18,4,4,1700,2,730
87816,0,13,2,2,1393,2,372
87817,7,13,2,2,495,2,1115
87818,7,13,2,3,2073,55,1306
87819,9,16,1,2,1036,2,367
87820,0,13,2,2,437,2,154
87821,0,7,2,3,728,23,70
87822,9,17,1,0,1036,52,733
87823,0,13,2,3,1522,55,1850
87824,7,13,2,2,1393,50,2193
87825,0,13,2,3,122,45,565
87826,0,13,2,3,1393,2,579
87827,0,13,2,2,727,55,735
87828,7,13,2,2,1419,41,1826
87829,0,7,2,3,1142,15,849
87830,0,13,2,3,1633,7,3005
87831,4,18,1,3,1036,7,2784
87832,2,9,1,1,1036,25,8
87833,0,13,1,2,1036,12,85
87834,0,13,2,3,97,50,69
87835,9,13,2,0,1142,45,7
87836,7,13,2,1,495,15,1829
87837,9,13,1,2,1025,18,2952
87838,9,13,2,2,1393,2,1081
87839,7,13,2,3,1780,15,373
87840,4,3,2,2,1141,2,848
87841,4,18,1,0,1036,18,34
87842,0,13,2,2,2175,50,2872
87843,9,13,1,0,1036,18,81
87844,7,13,2,0,1541,15,294
87845,7,13,2,2,1393,2,4084
87846,9,16,1,1,1036,38,735
87847,9,13,2,3,728,55,735
87848,9,16,1,0,1036,21,367
87849,9,13,1,0,1036,21,1
87850,9,13,2,1,1489,30,733
87851,4,18,1,2,1036,55,1461
87852,0,13,2,3,1407,56,562
87853,4,0,2,1,1780,15,1377
87854,0,13,2,0,728,55,168
87855,0,13,2,3,1591,55,4383
87856,0,13,1,2,1036,18,83
87857,7,13,2,2,728,20,374
87858,7,13,2,3,728,23,5560
87859,0,13,2,3,414,2,1206
87860,7,13,2,2,923,54,2376
87861,7,13,1,3,1555,38,740
87862,9,13,2,0,2009,2,71
87863,0,7,1,2,1036,2,108
87864,7,13,2,2,586,50,458
87865,0,13,2,2,1401,55,555
87866,0,13,2,3,1854,56,370
87867,0,13,1,2,1036,2,108
87868,0,13,2,2,1141,2,73
87869,0,13,1,2,1036,18,73
87870,0,7,1,3,82,2,65
87871,9,13,2,2,1885,25,280
87872,7,13,2,1,1142,41,1096
87873,9,16,1,1,1036,12,366
87874,7,13,2,2,90,50,749
87875,0,13,2,3,728,23,522
87876,9,13,2,0,465,50,369
87877,4,18,2,2,1393,2,371
87878,0,13,1,2,1036,2,83
87879,9,13,2,0,484,2,31
87880,7,13,2,2,278,2,1461
87881,0,13,1,3,1036,18,417
87882,9,13,2,0,1393,56,734
87883,0,13,2,2,923,2,2318
87884,9,13,1,4,1036,51,20
87885,9,16,1,1,1036,38,243
87886,0,13,2,3,1961,55,1109
87887,7,13,2,2,121,2,1114
87888,9,13,2,1,647,17,186
87889,9,13,2,3,1142,45,604
87890,7,13,2,2,1392,23,3869
87891,7,13,1,2,2096,28,3082
87892,0,13,2,3,1393,2,77
87893,9,17,1,1,82,31,371
87894,0,7,2,3,1142,50,2284
87895,0,7,1,3,1036,2,157
87896,0,13,2,3,816,15,2284
87897,2,9,1,1,1031,38,17
87898,0,13,2,2,923,2,2192
87899,0,7,1,2,1036,55,955
87900,9,13,1,0,1036,18,92
87901,9,17,1,0,1036,51,94
87902,7,13,2,2,1393,2,1466
87903,7,13,2,2,747,15,1100
87904,9,13,2,0,1473,50,79
87905,0,7,1,2,1036,2,129
87906,0,13,2,3,1780,16,153
87907,0,13,1,3,1036,12,377
87908,9,13,1,1,1036,26,63
87909,0,13,2,2,1142,50,308
87910,7,13,2,2,1780,2,1461
87911,3,13,4,4,276,15,366
87912,0,13,2,3,1854,54,371
87913,4,18,2,1,1780,55,52
87914,9,13,2,2,1780,7,390
87915,0,13,1,3,1036,18,407
87916,0,13,2,2,2271,15,921
87917,0,13,2,2,1178,15,74
87918,7,13,1,4,1036,31,365
87919,4,18,1,3,1031,2,4384
87920,9,13,1,4,1036,2,7
87921,9,13,1,1,1036,7,43
87922,9,13,2,3,539,2,127
87923,0,13,2,2,2322,2,369
87924,9,13,2,2,1901,55,372
87925,7,13,2,4,905,15,365
87926,9,13,2,1,1393,2,33
87927,0,13,2,2,1780,50,64
87928,0,7,1,2,1036,2,80
87929,7,13,2,2,1142,20,3481
87930,0,7,2,2,1142,15,451
87931,4,18,1,4,1036,2,38
87932,7,13,2,0,1393,2,732
87933,0,13,2,2,1339,2,130
87934,9,13,1,4,1036,26,1
87935,0,13,2,2,495,15,3302
87936,9,13,2,0,1900,27,734
87937,4,15,4,4,275,15,182
87938,9,13,1,3,1031,12,346
87939,0,13,1,3,1031,18,83
87940,0,7,1,2,1036,55,75
87941,7,13,2,3,2269,50,3800
87942,0,7,1,3,1036,2,62
87943,9,13,0,1,698,2,372
87944,7,13,2,1,647,41,109
87945,4,18,2,0,2146,50,550
87946,9,13,1,0,1036,18,2924
87947,9,13,1,1,1036,55,15
87948,7,13,2,2,728,41,735
87949,4,15,4,4,276,15,367
87950,0,13,2,3,1923,41,66
87951,0,13,2,3,2074,2,370
87952,9,13,2,1,1393,2,156
87953,7,13,2,3,1823,41,2558
87954,9,16,1,4,1036,2,734
87955,4,18,1,1,1025,2,92
87956,7,13,2,2,1768,56,242
87957,0,13,1,3,1036,18,157
87958,0,7,2,3,747,2,168
87959,0,13,2,2,1266,25,81
87960,9,13,2,2,923,9,2924
87961,0,13,1,2,1024,18,96
87962,0,13,2,3,122,2,404
87963,7,13,2,3,907,17,380
87964,4,18,2,0,727,23,4387
87965,9,17,1,4,1036,38,124
87966,0,13,2,3,1523,55,3653
87967,9,13,1,0,1036,18,24
87968,9,13,1,0,1036,18,37
87969,0,13,1,3,1036,21,96
87970,0,7,2,2,346,55,2609
87971,7,13,2,1,2100,2,700
87972,0,13,0,1,698,2,750
87973,9,13,2,0,2322,47,5479
87974,9,13,2,2,1016,55,343
87975,0,13,2,2,2322,55,56
87976,0,13,2,3,1393,56,2932
87977,0,7,2,2,495,50,390
87978,9,13,2,2,906,15,4325
87979,7,13,1,3,1036,12,3301
87980,0,13,2,2,1142,3,380
87981,0,13,2,3,1393,2,734
87982,0,7,1,2,1036,2,64
87983,0,13,1,2,1036,2,61
87984,0,13,1,2,1036,2,109
87985,9,13,1,2,1036,7,4386
87986,0,7,2,2,1393,2,213
87987,0,13,2,3,728,2,380
87988,9,13,2,3,728,55,371
87989,0,13,2,3,1413,2,189
87990,9,13,1,1,2096,36,31
87991,7,13,2,3,1541,2,367
87992,0,7,2,3,1780,16,766
87993,7,13,2,3,1768,50,709
87994,9,13,2,3,1392,15,191
87995,0,13,1,3,1036,51,1831
87996,9,13,2,2,1393,2,283
87997,4,15,2,2,1795,2,372
87998,9,16,1,1,1036,18,1098
87999,0,13,2,2,1393,2,65
88000,0,13,2,2,1249,27,73
88001,0,13,1,2,1036,18,114
88002,0,13,1,2,1025,2,218
88003,7,13,2,3,728,55,381
88004,7,13,2,3,1951,54,5479
88005,7,13,2,0,1393,2,366
88006,0,13,1,3,1035,51,736
88007,9,13,2,1,728,23,62
88008,9,17,1,1,1036,2,220
88009,0,13,2,2,1062,55,2196
88010,0,13,1,3,1036,18,136
88011,0,7,1,3,1025,26,92
88012,0,13,1,2,1036,38,3906
88013,9,13,4,4,1295,15,60
88014,7,13,2,2,122,41,739
88015,0,7,1,2,1036,18,62
88016,8,13,2,2,1780,15,4802
88017,7,13,2,3,278,54,4384
88018,0,13,2,3,1393,2,78
88019,7,13,2,3,198,55,2145
88020,9,13,2,3,728,15,736
88021,9,13,2,2,2074,2,3656
88022,0,13,2,2,2023,2,222
88023,9,13,2,0,1780,15,1131
88024,0,7,2,2,1475,45,4590
88025,0,7,1,3,1036,51,59
88026,0,7,1,3,1036,18,455
88027,9,16,1,0,1036,18,306
88028,0,7,1,2,1036,18,88
88029,0,13,1,3,1036,51,84
88030,7,13,2,2,1951,55,3652
88031,0,13,2,2,1393,2,115
88032,7,13,2,2,1780,55,711
88033,7,13,2,2,2065,29,5035
88034,4,3,2,2,785,15,4750
88035,0,13,2,2,1780,50,738
88036,7,13,2,2,2009,2,1034
88037,7,13,2,2,647,2,334
88038,7,13,2,3,198,55,1830
88039,0,13,2,3,1832,16,88
88040,9,13,2,0,1780,2,31
88041,9,13,1,0,1036,2,203
88042,0,13,0,4,1721,32,370
88043,0,13,2,3,728,55,371
88044,7,13,2,0,1393,56,1096
88045,0,13,1,2,1036,18,215
88046,7,13,2,2,1780,55,2334
88047,9,13,2,3,1393,2,1830
88048,0,7,2,2,278,2,1845
88049,0,13,1,3,1036,21,2198
88050,0,13,2,2,1780,7,750
88051,7,13,1,3,1036,52,308
88052,7,13,2,2,1815,41,732
88053,7,13,1,2,1036,18,154
88054,7,13,2,2,2215,2,365
88055,0,13,1,3,1036,51,89
88056,9,17,1,1,1036,38,735
88057,9,13,2,1,1142,2,2
88058,7,13,2,2,431,2,1462
88059,0,13,2,3,1141,2,2129
88060,0,13,2,3,1393,2,1842
88061,0,13,2,2,1780,2,756
88062,9,16,1,2,1031,38,731
88063,0,13,2,3,2032,15,1217
88064,0,13,2,3,1758,50,736
88065,0,13,1,2,1036,55,99
88066,0,7,2,2,923,2,55
88067,9,13,1,1,1031,38,1099
88068,9,13,1,3,1036,30,692
88069,7,13,2,2,1780,15,185
88070,0,13,2,2,1560,16,1843
88071,7,13,2,1,1592,55,731
88072,9,13,1,3,1036,21,737
88073,9,13,1,3,1036,18,827
88074,7,13,2,3,54,16,1694
88075,0,13,2,3,728,2,65
88076,0,13,2,2,647,55,78
88077,9,13,1,4,1036,38,30
88078,0,7,1,2,1036,7,82
88079,9,17,1,1,1036,7,737
88080,7,13,2,2,728,50,3287
88081,0,13,2,3,1624,2,368
88082,0,7,1,2,1036,18,89
88083,0,13,1,3,1036,31,124
88084,9,13,2,1,923,41,3656
88085,0,7,1,2,1036,18,68
88086,0,7,1,2,1036,38,99
88087,0,13,2,3,1832,16,340
88088,0,13,2,3,1393,2,83
88089,7,13,2,3,1142,41,3290
88090,0,13,1,3,1036,18,111
88091,0,13,2,2,784,15,735
88092,9,16,1,0,1025,38,731
88093,0,13,2,3,1393,15,372
88094,9,13,2,1,122,2,4387
88095,9,17,1,3,1036,7,369
88096,0,13,2,3,1142,50,155
88097,0,13,2,3,2067,15,1899
88098,9,13,2,0,1780,7,752
88099,0,13,1,0,1036,38,64
88100,4,15,4,4,1944,30,366
88101,9,13,1,0,1036,52,6
88102,9,16,1,3,2096,55,372
88103,9,13,2,2,1458,55,63
88104,9,17,1,0,1036,38,187
88105,0,7,1,3,1025,7,58
88106,0,13,2,3,587,2,737
88107,0,13,2,2,1780,55,746
88108,9,13,2,2,1393,15,2568
88109,7,13,2,3,1780,50,366
88110,0,13,1,2,1036,2,121
88111,9,13,2,1,1964,55,336
88112,9,13,4,4,1700,30,61
88113,0,13,2,3,2322,50,1922
88114,0,7,2,2,2101,2,783
88115,0,13,1,2,1025,26,1465
88116,7,13,2,1,1780,15,2201
88117,0,13,2,2,1951,2,277
88118,0,13,2,3,352,50,137
88119,9,13,2,1,122,15,95
88120,0,13,1,2,1036,7,65
88121,4,11,4,1,1700,30,365
88122,0,13,2,2,728,55,737
88123,7,13,2,3,1298,55,297
88124,0,13,1,3,1036,51,2198
88125,9,13,1,3,1036,5,5535
88126,0,7,2,2,1780,7,751
88127,9,17,1,0,1036,18,369
88128,0,13,2,3,1117,2,378
88129,9,13,2,2,728,15,58
88130,0,13,2,3,1951,50,1124
88131,9,13,2,0,97,25,218
88132,7,13,2,3,458,2,740
88133,0,13,1,2,1036,7,2764
88134,4,1,1,0,1036,52,45
88135,9,13,2,1,272,23,49
88136,2,9,1,0,1025,55,0
88137,7,13,2,2,728,2,1251
88138,0,13,2,3,728,50,3288
88139,0,13,2,3,495,16,1934
88140,0,13,2,3,1780,2,424
88141,4,18,1,1,1036,38,731
88142,2,9,1,0,1031,18,55
88143,7,13,2,2,728,50,2924
88144,9,17,1,0,1036,18,369
88145,7,13,2,3,647,9,1829
88146,0,13,2,3,79,7,186
88147,7,13,2,1,1142,2,737
88148,4,15,4,4,276,15,183
